year,rank,title,artist,title_clean,artist_clean,primary_artist,spotify_id,spotify_title,spotify_artist,spotify_album,album_type,release_date,release_date_precision,popularity,explicit,duration_ms,disc_number,track_number,isrc,spotify_url,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,audio_features_available
2010,45,"""Whataya Want from Me""",Adam Lambert,whataya want from me,adam lambert,adam lambert,1xcxzCeF86LD3mFh36Ou4S,Whataya Want from Me - Live at ENERGY Berlin 103.4,Adam Lambert,Acoustic Live!,single,2010-12-03,day,37,False,235800,1,1,GBCTA1000336,https://open.spotify.com/track/1xcxzCeF86LD3mFh36Ou4S,,,,,,,,,,,,,,False
2010,46,"""Mine""",Taylor Swift,mine,taylor swift,taylor swift,0dBW6ZsW8skfvoRfgeerBF,Mine,Taylor Swift,Speak Now,album,2010-10-25,day,60,False,230706,1,1,USCJY1003645,https://open.spotify.com/track/0dBW6ZsW8skfvoRfgeerBF,,,,,,,,,,,,,,False
2010,47,"""Only Girl (In the World)""",Rihanna,only girl (in the world),rihanna,rihanna,2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),Rihanna,Loud,album,2010-01-01,day,89,False,235493,1,5,USUM71023200,https://open.spotify.com/track/2ENexcMEMsYk0rVJigVD3i,,,,,,,,,,,,,,False
2010,48,"""Live Like We're Dying""",Kris Allen,live like we're dying,kris allen,kris allen,1HfxPaJggVwFsvOtHbVzMz,Live Like We're Dying,Kris Allen,Kris Allen,album,2009-11-16,day,53,False,212506,1,1,GBCTA0900188,https://open.spotify.com/track/1HfxPaJggVwFsvOtHbVzMz,,,,,,,,,,,,,,False
2010,51,"""Blah Blah Blah""",Kesha featuring 3OH!3,blah blah blah,kesha featuring 3oh!3,kesha,7lWUJpax919G4JdaFEVmCy,Blah Blah Blah (feat. 3OH!3),"Kesha, 3OH!3",Animal (Expanded Edition),album,2010-01-01,day,69,True,172053,1,6,USRC10900738,https://open.spotify.com/track/7lWUJpax919G4JdaFEVmCy,,,,,,,,,,,,,,False
2010,52,"""Bottoms Up""",Trey Songz featuring Nicki Minaj,bottoms up,trey songz featuring nicki minaj,trey songz,4AYX69oFP3UOS1CFmV9UfO,Bottoms Up (feat. Nicki Minaj),"Trey Songz, Nicki Minaj","Passion, Pain & Pleasure (Deluxe Version)",album,2010-09-14,day,73,True,242013,1,5,USAT21001515,https://open.spotify.com/track/4AYX69oFP3UOS1CFmV9UfO,,,,,,,,,,,,,,False
2010,54,"""All the Right Moves""",OneRepublic,all the right moves,onerepublic,onerepublic,0Dmbwi3x2XMc85Cbm4z60T,All The Right Moves - Danger Remix,OneRepublic,All The Right Moves (Remixes),single,2010-01-01,day,16,False,265933,1,6,USUM71009705,https://open.spotify.com/track/0Dmbwi3x2XMc85Cbm4z60T,,,,,,,,,,,,,,False
2010,55,"""According to You""",Orianthi,according to you,orianthi,orianthi,72phhQtfwZcRweweRxxkmU,According To You,Orianthi,Believe (II),album,2010-01-01,day,52,False,200346,1,1,USUM70984867,https://open.spotify.com/track/72phhQtfwZcRweweRxxkmU,,,,,,,,,,,,,,False
2010,57,"""You Belong with Me""",Taylor Swift,you belong with me,taylor swift,taylor swift,1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),album,2021-04-09,day,83,False,231124,1,6,USUG12100622,https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA,,,,,,,,,,,,,,False
2010,58,"""Meet Me Halfway""",The Black Eyed Peas,meet me halfway,the black eyed peas,the black eyed peas,5UK5FtkeV5phbNjBPD6H3t,Meet Me Halfway,Black Eyed Peas,The Beginning & The Best Of The E.N.D. (International Mega-Deluxe Version),compilation,2010-01-01,day,42,False,284413,2,3,USUM70967700,https://open.spotify.com/track/5UK5FtkeV5phbNjBPD6H3t,,,,,,,,,,,,,,False
2010,59,"""Take It Off""",Kesha,take it off,kesha,kesha,0WCiI0ddWiu5F2kSHgfw5S,Take It Off,Kesha,Animal (Expanded Edition),album,2010-01-01,day,77,False,215200,1,3,USRC10900736,https://open.spotify.com/track/0WCiI0ddWiu5F2kSHgfw5S,,,,,,,,,,,,,,False
2010,60,"""Over""",Drake,over,drake,drake,6BdgtqiV3oXNqBikezwdvC,Over,Drake,Thank Me Later,album,2010-01-01,day,74,True,233560,1,4,USCM51000100,https://open.spotify.com/track/6BdgtqiV3oXNqBikezwdvC,,,,,,,,,,,,,,False
2010,61,"""Animal""",Neon Trees,animal,neon trees,neon trees,1fBl642IhJOE5U319Gy2Go,Animal,Neon Trees,Habits,album,2010-01-01,day,76,False,212293,1,3,USUM71001801,https://open.spotify.com/track/1fBl642IhJOE5U319Gy2Go,,,,,,,,,,,,,,False
2010,62,"""Misery""",Maroon 5,misery,maroon 5,maroon 5,6KBYk8OFtod7brGuZ3Y67q,Misery,Maroon 5,Hands All Over (Deluxe),album,2010,year,68,False,216200,1,1,USUM71015280,https://open.spotify.com/track/6KBYk8OFtod7brGuZ3Y67q,,,,,,,,,,,,,,False
2010,63,"""Magic""",B.o.B featuring Rivers Cuomo,magic,b.o.b featuring rivers cuomo,b.o.b,5uHYcK0nbEYgRaFTY5BqnP,Magic (feat. Rivers Cuomo),"B.o.B, Rivers Cuomo",B.o.B Presents: The Adventures of Bobby Ray,album,2010-04-27,day,68,False,196133,1,8,USAT21000545,https://open.spotify.com/track/5uHYcK0nbEYgRaFTY5BqnP,,,,,,,,,,,,,,False
2010,64,"""Paparazzi""",Lady Gaga,paparazzi,lady gaga,lady gaga,7mPyJrR9V0LLH5g5WvCSoj,Paparazzi - Stuart Price Remix,"Lady Gaga, Stuart Price",The Remix,compilation,2010-01-01,day,23,False,199480,1,5,USUM70958189,https://open.spotify.com/track/7mPyJrR9V0LLH5g5WvCSoj,,,,,,,,,,,,,,False
2010,65,"""Tie Me Down""",New Boyz featuring Ray J,tie me down,new boyz featuring ray j,new boyz,2kEjhXbozp2pOKh8G7zYOT,Tie Me Down - Instrumental,New Boyz,Skinny Jeanz and a Mic (Instrumental),album,2009-08-31,day,2,False,178807,1,10,USEA20900448,https://open.spotify.com/track/2kEjhXbozp2pOKh8G7zYOT,,,,,,,,,,,,,,False
2010,66,"""Your Love""",Nicki Minaj,your love,nicki minaj,nicki minaj,1w6kG4Rc29m5EherbvpkF5,Your Love,Nicki Minaj,Pink Friday,album,2010-01-01,day,67,True,245253,1,12,USCM51000196,https://open.spotify.com/track/1w6kG4Rc29m5EherbvpkF5,,,,,,,,,,,,,,False
2010,67,"""Party in the U.S.A.""",Miley Cyrus,party in the u.s.a.,miley cyrus,miley cyrus,5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives,album,2009-01-01,day,79,False,202066,1,2,USHR10924519,https://open.spotify.com/track/5Q0Nhxo0l2bP3pNjpGJwV1,,,,,,,,,,,,,,False
2010,69,"""3""",Britney Spears,3,britney spears,britney spears,6pymOcrCnMuCWdgGVTvUgP,3,Britney Spears,The Singles Collection,compilation,2009-11-09,day,62,False,213173,1,57,USJI10900602,https://open.spotify.com/track/6pymOcrCnMuCWdgGVTvUgP,,,,,,,,,,,,,,False
2010,70,"""Impossible""",Shontelle,impossible,shontelle,shontelle,1T8PwF3JhIiWwBhun23RNe,Impossible,Shontelle,No Gravity,album,2010-01-01,day,69,False,226533,1,2,USUM71002550,https://open.spotify.com/track/1T8PwF3JhIiWwBhun23RNe,,,,,,,,,,,,,,False
2010,71,"""Forever""","Drake featuring Kanye West, Lil Wayne and Eminem",forever,"drake featuring kanye west, lil wayne and eminem",drake,0hHKjHoTyjr5JdtGYBwYEF,Forever,Drake Johnston,Like a Wave,single,2010-01-05,day,0,False,216000,1,5,usx9p1080588,https://open.spotify.com/track/0hHKjHoTyjr5JdtGYBwYEF,,,,,,,,,,,,,,False
2010,72,"""Two Is Better Than One""",Boys Like Girls featuring Taylor Swift,two is better than one,boys like girls featuring taylor swift,boys like girls,5gLTqgIxb6TNbLiKDOTOyb,TWO IS BETTER THAN ONE - LIVE FROM THE MGM MUSIC HALL AT FENWAY PARK,BOYS LIKE GIRLS,THE HOMECOMING (LIVE FROM THE MGM MUSIC HALL AT FENWAY PARK),album,2025-09-08,day,25,False,263145,1,40,US5262527529,https://open.spotify.com/track/5gLTqgIxb6TNbLiKDOTOyb,,,,,,,,,,,,,,False
2010,73,"""My First Kiss""",3OH!3 featuring Kesha,my first kiss,3oh!3 featuring kesha,3oh!3,67FTgljDH5oJ1gysWqSjaN,My First Kiss - Gucci Mane Remix,3OH!3,My First Kiss (Remixes),single,2010-08-06,day,15,False,192681,1,1,USAT21001472,https://open.spotify.com/track/67FTgljDH5oJ1gysWqSjaN,,,,,,,,,,,,,,False
2010,74,"""Already Gone""",Kelly Clarkson,already gone,kelly clarkson,kelly clarkson,1j1N8rzSniy7JFDzstetvR,Already Gone,Kelly Clarkson,Lilith 2010,compilation,2010-06-15,day,4,False,280626,1,4,GBCTA0900011,https://open.spotify.com/track/1j1N8rzSniy7JFDzstetvR,,,,,,,,,,,,,,False
2010,75,"""Rock That Body""",The Black Eyed Peas,rock that body,the black eyed peas,the black eyed peas,74hXqhE6afQeZFPNcG0M6Q,Rock That Body,Black Eyed Peas,The Beginning & The Best Of The E.N.D. (International Mega-Deluxe Version),compilation,2010-01-01,day,58,False,269253,2,5,USUM70967623,https://open.spotify.com/track/74hXqhE6afQeZFPNcG0M6Q,,,,,,,,,,,,,,False
2010,76,"""Secrets""",OneRepublic,secrets,onerepublic,onerepublic,1NhPKVLsHhFUHIOZ32QnS2,Secrets,OneRepublic,Waking Up,album,2009-01-01,day,80,False,224693,1,3,USUM70985644,https://open.spotify.com/track/1NhPKVLsHhFUHIOZ32QnS2,,,,,,,,,,,,,,False
2010,77,"""Naturally""",Selena Gomez & the Scene,naturally,selena gomez & the scene,selena gomez,1W7KN9kK2bJvhOt328BRef,Naturally - Radio Edit,Selena Gomez & The Scene,Naturally - The Remixes,single,2010-01-01,day,36,False,188266,1,1,USHR10924772,https://open.spotify.com/track/1W7KN9kK2bJvhOt328BRef,,,,,,,,,,,,,,False
2010,78,"""Un-Thinkable (I'm Ready)""",Alicia Keys,un-thinkable (i'm ready),alicia keys,alicia keys,4o4wEDRqotccDTXiQ7TORu,Un-thinkable (I'm Ready) (feat. Drake) - Remix,"Alicia Keys, Drake",Un-thinkable (I'm Ready) (feat. Drake) [Remix],single,2010-05-28,day,78,False,282026,1,1,USJAY1000062,https://open.spotify.com/track/4o4wEDRqotccDTXiQ7TORu,,,,,,,,,,,,,,False
2010,79,"""All I Do Is Win""","DJ Khaled featuring T-Pain, Ludacris, Snoop Dogg and Rick Ross",all i do is win,"dj khaled featuring t-pain, ludacris, snoop dogg and rick ross",dj khaled,5NEKjqTQPKiqOiOG8YxLdS,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,Victory,album,2010-03-02,day,72,True,232506,1,2,USKO11000176,https://open.spotify.com/track/5NEKjqTQPKiqOiOG8YxLdS,,,,,,,,,,,,,,False
2010,80,"""I Made It (Cash Money Heroes)""","Kevin Rudolf featuring Birdman, Jay Sean and Lil Wayne",i made it (cash money heroes),"kevin rudolf featuring birdman, jay sean and lil wayne",kevin rudolf,1vamudJAHEu33AVR9Aa7H7,I Made It (Cash Money Heroes) - Acoustic,Kevin Rudolf,I Made It (Cash Money Heroes) [Acoustic],single,2010-01-01,day,16,False,168653,1,1,USCM51000467,https://open.spotify.com/track/1vamudJAHEu33AVR9Aa7H7,,,,,,,,,,,,,,False
2010,81,"""Stuck Like Glue""",Sugarland,stuck like glue,sugarland,sugarland,0JcKdUGNR7zI4jJDLyYXbi,Stuck Like Glue,Sugarland,The Incredible Machine,album,2010-01-01,day,66,False,247586,1,3,USUM71017474,https://open.spotify.com/track/0JcKdUGNR7zI4jJDLyYXbi,,,,,,,,,,,,,,False
2010,82,"""Hey Daddy (Daddy's Home)""",Usher featuring Plies,hey daddy (daddy's home),usher featuring plies,usher,030OCtLMrljNhp8OWHBWW3,Hey Daddy (Daddy's Home),USHER,Raymond v Raymond (Expanded Edition),album,2010-03-30,day,84,False,224093,1,2,USLF21000011,https://open.spotify.com/track/030OCtLMrljNhp8OWHBWW3,,,,,,,,,,,,,,False
2010,83,"""There Goes My Baby""",Usher,there goes my baby,usher,usher,6IUiqtI8tE49sqGbmtrNd8,There Goes My Baby,USHER,Raymond v Raymond (Expanded Edition),album,2010-03-30,day,63,False,281293,1,3,USLF20900095,https://open.spotify.com/track/6IUiqtI8tE49sqGbmtrNd8,,,,,,,,,,,,,,False
2010,84,"""Today Was a Fairytale""",Taylor Swift,today was a fairytale,taylor swift,taylor swift,1P5QpwOgXJuoVTm3CWbnLY,Today Was A Fairytale - US Version,Taylor Swift,Today Was A Fairytale,single,2010-01-01,day,45,False,241813,1,1,USCJY0903616,https://open.spotify.com/track/1P5QpwOgXJuoVTm3CWbnLY,,,,,,,,,,,,,,False
2010,85,"""Say Something""",Timbaland featuring Drake,say something,timbaland featuring drake,timbaland,7qje9qxLncMESiPeI27SAn,Say Something (Featuring Drake),"Timbaland, Drake",Shock Value II,album,2009-01-01,day,65,True,240920,1,5,USUM70904795,https://open.spotify.com/track/7qje9qxLncMESiPeI27SAn,,,,,,,,,,,,,,False
2010,87,"""Use Somebody""",Kings of Leon,use somebody,kings of leon,kings of leon,5VGlqQANWDKJFl0MBG3sg2,Use Somebody,Kings of Leon,Only By The Night,album,2008-09-23,day,84,False,230760,1,4,USRC10800301,https://open.spotify.com/track/5VGlqQANWDKJFl0MBG3sg2,,,,,,,,,,,,,,False
2010,88,"""Undo It""",Carrie Underwood,undo it,carrie underwood,carrie underwood,1Fo2N5iXRi37maMboaig7O,Undo It,Carrie Underwood,Play On,album,2009,year,60,False,178372,1,5,GBCTA0900309,https://open.spotify.com/track/1Fo2N5iXRi37maMboaig7O,,,,,,,,,,,,,,False
2010,89,"""Eenie Meenie""",Sean Kingston and Justin Bieber,eenie meenie,sean kingston and justin bieber,sean kingston and justin bieber,4Yaw2PmyOETOnEM3TCf98I,Eenie Meenie - Radio Version,"Sean Kingston, Justin Bieber",Eenie Meenie EP,single,2020-02-28,day,73,False,201973,1,1,USSM11000814,https://open.spotify.com/track/4Yaw2PmyOETOnEM3TCf98I,,,,,,,,,,,,,,False
2010,90,"""Right Above It""",Lil Wayne featuring Drake,right above it,lil wayne featuring drake,lil wayne,1kMuU3TNQvHbqvXCWBodmP,Right Above It,"Lil Wayne, Drake",I Am Not A Human Being,album,2010-01-01,day,75,True,271946,1,7,USCM51000537,https://open.spotify.com/track/1kMuU3TNQvHbqvXCWBodmP,,,,,,,,,,,,,,False
2010,91,"""The House That Built Me""",Miranda Lambert,the house that built me,miranda lambert,miranda lambert,02eD9ymfJOJOhM97HYp5R9,The House That Built Me,Miranda Lambert,Revolution,album,2009-09-24,day,68,False,236626,1,10,USG4X0900074,https://open.spotify.com/track/02eD9ymfJOJOhM97HYp5R9,,,,,,,,,,,,,,False
2010,92,"""If I Die Young""",The Band Perry,if i die young,the band perry,the band perry,4u26EevCNXMhlvE1xFBJwX,If I Die Young,The Band Perry,The Band Perry,album,2010-01-01,day,71,False,222773,1,3,USUM71007807,https://open.spotify.com/track/4u26EevCNXMhlvE1xFBJwX,,,,,,,,,,,,,,False
2010,93,"""The Only Exception""",Paramore,the only exception,paramore,paramore,7JIuqL4ZqkpfGKQhYlrirs,The Only Exception,Paramore,Brand New Eyes,album,2009-09-25,day,84,False,267653,1,6,USAT20902323,https://open.spotify.com/track/7JIuqL4ZqkpfGKQhYlrirs,,,,,,,,,,,,,,False
2010,94,"""American Honey""",Lady Antebellum,american honey,lady antebellum,lady antebellum,4xInIiKipU1mtUogJ3ZdYr,American Honey,Lady A,Need You Now,album,2010-01-01,day,69,False,224866,1,3,USCN10900684,https://open.spotify.com/track/4xInIiKipU1mtUogJ3ZdYr,,,,,,,,,,,,,,False
2010,95,"""King of Anything""",Sara Bareilles,king of anything,sara bareilles,sara bareilles,3VA8T3rNy5V24AXxNK5u9E,King of Anything,Sara Bareilles,Kaleidoscope Heart,album,2010-09-07,day,59,False,207428,1,5,USSM11001130,https://open.spotify.com/track/3VA8T3rNy5V24AXxNK5u9E,,,,,,,,,,,,,,False
2010,96,"""Life After You""",Daughtry,life after you,daughtry,daughtry,4gWTBq5Jftq5CEKYpLXD8R,Life After You,Daughtry,Leave This Town,album,2009-07-14,day,60,False,206413,1,4,GBCTA0900203,https://open.spotify.com/track/4gWTBq5Jftq5CEKYpLXD8R,,,,,,,,,,,,,,False
2010,97,"""Smile""",Uncle Kracker,smile,uncle kracker,uncle kracker,4ZC8hXXqu2hPcDLw9QTdtQ,Smile,Uncle Kracker,Happy Hour,album,2009-09-11,day,67,False,201626,1,1,USAT20901972,https://open.spotify.com/track/4ZC8hXXqu2hPcDLw9QTdtQ,,,,,,,,,,,,,,False
2010,98,"""Teach Me How to Dougie""",Cali Swag District,teach me how to dougie,cali swag district,cali swag district,61LtVmmkGr8P9I2tSPvdpf,Teach Me How to Dougie,Cali Swag District,The Kickback,album,2011-07-12,day,74,True,237480,1,14,TCABH1281752,https://open.spotify.com/track/61LtVmmkGr8P9I2tSPvdpf,,,,,,,,,,,,,,False
2010,99,"""Try Sleeping with a Broken Heart""",Alicia Keys,try sleeping with a broken heart,alicia keys,alicia keys,1yK9LISg5uBOOW5bT2Wm0i,Try Sleeping with a Broken Heart,Alicia Keys,The Element Of Freedom,album,2009-12-15,day,65,False,249013,1,4,USJAY0900254,https://open.spotify.com/track/1yK9LISg5uBOOW5bT2Wm0i,,,,,,,,,,,,,,False
2010,100,"""Lover, Lover""",Jerrod Niemann,"lover, lover",jerrod niemann,jerrod niemann,5UzU0qw21okODBNUnxptVo,"Lover, Lover",Jerrod Niemann,Judge Jerrod & The Hung Jury,album,2010-07-13,day,60,False,193733,1,3,USAN21000013,https://open.spotify.com/track/5UzU0qw21okODBNUnxptVo,,,,,,,,,,,,,,False
2011,1,"""Rolling in the Deep""",Adele,rolling in the deep,adele,adele,1c8gk2PeTE04A1pIDH9YMk,Rolling in the Deep,Adele,21,album,2011-01-24,day,81,False,228093,1,1,GBBKS1000335,https://open.spotify.com/track/1c8gk2PeTE04A1pIDH9YMk,,,,,,,,,,,,,,False
2011,4,"""E.T.""",Katy Perry featuring Kanye West,e.t.,katy perry featuring kanye west,katy perry,664fvVG2C15AoBlbmpig3p,E.T. - Benny Benassi Radio Edit,Katy Perry,E.T. (The Remixes) - EP,single,2011-01-01,day,44,False,200893,1,2,USCA21100332,https://open.spotify.com/track/664fvVG2C15AoBlbmpig3p,,,,,,,,,,,,,,False
2011,6,"""Grenade""",Bruno Mars,grenade,bruno mars,bruno mars,1EOWf8bsePF6QtiDUAclrJ,Catch a Grenade - The Hooligans Remix,Bruno Mars,The Grenade Sessions,single,2011-02-08,day,63,False,210606,1,2,USAT21100010,https://open.spotify.com/track/1EOWf8bsePF6QtiDUAclrJ,,,,,,,,,,,,,,False
2011,7,"""Fuck You (Forget You)""",CeeLo Green,fuck you (forget you),ceelo green,ceelo green,5D5Iwi9xI64mqdQOU9lTui,Fuck You,CeeLo Green,The Lady Killer,album,2010-10-29,day,74,True,222933,1,3,USAT21001768,https://open.spotify.com/track/5D5Iwi9xI64mqdQOU9lTui,,,,,,,,,,,,,,False
2011,10,"""Just Can't Get Enough""",The Black Eyed Peas,just can't get enough,the black eyed peas,the black eyed peas,1nPPh0CiKqVvYl4Mx1aZ21,Just Can’t Get Enough,Black Eyed Peas,The Beginning & The Best Of The E.N.D.,compilation,2011-01-01,day,50,False,219440,1,14,USUM71026671,https://open.spotify.com/track/1nPPh0CiKqVvYl4Mx1aZ21,,,,,,,,,,,,,,False
2011,11,"""On the Floor""",Jennifer Lopez featuring Pitbull,on the floor,jennifer lopez featuring pitbull,jennifer lopez,3C0nOe05EIt1390bVABLyN,On The Floor,"Jennifer Lopez, Pitbull",Love?,album,2011-04-29,day,85,False,284866,1,1,USUM71104034,https://open.spotify.com/track/3C0nOe05EIt1390bVABLyN,,,,,,,,,,,,,,False
2011,12,"""S&M""",Rihanna,s&m,rihanna,rihanna,0OYsDEGaN8fIgUx2VJwSSN,S&M - Joe Bermudez Chico Radio,Rihanna,S&M,single,2011-01-21,day,33,False,229173,1,3,USUM71100163,https://open.spotify.com/track/0OYsDEGaN8fIgUx2VJwSSN,,,,,,,,,,,,,,False
2011,13,"""Pumped Up Kicks""",Foster the People,pumped up kicks,foster the people,foster the people,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,Torches,album,2011-05-23,day,87,False,239600,1,2,USSM11002931,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,,,,,,,,,,,,,,False
2011,14,"""Last Friday Night (T.G.I.F.)""",Katy Perry,last friday night (t.g.i.f.),katy perry,katy perry,1htQDV8JxSuXG2QsNj5ttr,Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,album,2010-01-01,day,81,False,230733,1,2,USCA21001264,https://open.spotify.com/track/1htQDV8JxSuXG2QsNj5ttr,,,,,,,,,,,,,,False
2011,18,"""Born This Way""",Lady Gaga,born this way,lady gaga,lady gaga,6r2BECwMgEoRb5yLfp0Hca,Born This Way,Lady Gaga,Born This Way (Special Edition),album,2011-01-01,day,71,False,260252,1,2,USUM71100638,https://open.spotify.com/track/6r2BECwMgEoRb5yLfp0Hca,,,,,,,,,,,,,,False
2011,20,"""What's My Name?""",Rihanna featuring Drake,what's my name?,rihanna featuring drake,rihanna,6DkXLzBQT7cwXmTyzAB1DJ,What's My Name?,"Rihanna, Drake",Loud,album,2010-01-01,day,81,True,263173,1,2,USUM71025031,https://open.spotify.com/track/6DkXLzBQT7cwXmTyzAB1DJ,,,,,,,,,,,,,,False
2011,23,"""How to Love""",Lil Wayne,how to love,lil wayne,lil wayne,5W7BcYDIaeXnpG3e39T7hJ,How To Love,Lil Wayne,Tha Carter IV (Complete Edition),album,2011-08-29,day,71,False,240306,1,12,USCM51100147,https://open.spotify.com/track/5W7BcYDIaeXnpG3e39T7hJ,,,,,,,,,,,,,,False
2011,24,"""Someone Like You""",Adele,someone like you,adele,adele,1zwMYTA5nlNjZxYrvBB2pV,Someone Like You,Adele,21,album,2011-01-24,day,80,False,285240,1,11,GBBKS1000351,https://open.spotify.com/track/1zwMYTA5nlNjZxYrvBB2pV,,,,,,,,,,,,,,False
2011,25,"""Good Life""",OneRepublic,good life,onerepublic,onerepublic,6OtCIsQZ64Vs1EbzztvAv4,Good Life,OneRepublic,Waking Up,album,2009-01-01,day,77,True,253306,1,6,USUM70999110,https://open.spotify.com/track/6OtCIsQZ64Vs1EbzztvAv4,,,,,,,,,,,,,,False
2011,27,"""Till the World Ends""",Britney Spears,till the world ends,britney spears,britney spears,38iU2jg98IZZEIJPrP7aWD,Till the World Ends,Britney Spears,Femme Fatale (Deluxe Version),album,2011-03-28,day,67,False,237946,1,1,USJI11100074,https://open.spotify.com/track/38iU2jg98IZZEIJPrP7aWD,,,,,,,,,,,,,,False
2011,28,"""The Show Goes On""",Lupe Fiasco,the show goes on,lupe fiasco,lupe fiasco,4NTWZqvfQTlOMitlVn6tew,The Show Goes On,Lupe Fiasco,Lasers,album,2011-03-04,day,75,True,239613,1,6,USAT21002369,https://open.spotify.com/track/4NTWZqvfQTlOMitlVn6tew,,,,,,,,,,,,,,False
2011,29,"""The Edge of Glory""",Lady Gaga,the edge of glory,lady gaga,lady gaga,0JNdS1n0ifOP25XvhwAMgM,The Edge Of Glory,Lady Gaga,Born This Way,album,2011-01-01,day,66,False,320586,1,14,USUM71106458,https://open.spotify.com/track/0JNdS1n0ifOP25XvhwAMgM,,,,,,,,,,,,,,False
2011,31,"""Black and Yellow""",Wiz Khalifa,black and yellow,wiz khalifa,wiz khalifa,5A6OHHy73AR5tLxgTc98zz,Black and Yellow,Wiz Khalifa,Rolling Papers,album,2011-03-29,day,81,True,217666,1,3,USAT21001800,https://open.spotify.com/track/5A6OHHy73AR5tLxgTc98zz,,,,,,,,,,,,,,False
2011,32,"""Tonight Tonight""",Hot Chelle Rae,tonight tonight,hot chelle rae,hot chelle rae,2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,Hot Chelle Rae,Whatever,album,2011-11-25,day,71,False,200466,1,2,USJI11100019,https://open.spotify.com/track/2i0AUcEnsDm3dsqLrFWUCq,,,,,,,,,,,,,,False
2011,33,"""Blow""",Kesha,blow,kesha,kesha,4LLc22mkxgh0EvHvxJi59t,Blow,Kesha,Blow,single,2011-02-08,day,51,False,219973,1,1,USRC11000889,https://open.spotify.com/track/4LLc22mkxgh0EvHvxJi59t,,,,,,,,,,,,,,False
2011,34,"""Lighters""",Bad Meets Evil featuring Bruno Mars,lighters,bad meets evil featuring bruno mars,bad meets evil,5zpDHEU12zATwLGvozxPw2,Lighters,"Bad Meets Evil, Bruno Mars",Hell: The Sequel (Deluxe),album,2011-01-01,day,73,True,303813,1,7,USUM71108179,https://open.spotify.com/track/5zpDHEU12zATwLGvozxPw2,,,,,,,,,,,,,,False
2011,36,"""Stereo Hearts""",Gym Class Heroes featuring Adam Levine,stereo hearts,gym class heroes featuring adam levine,gym class heroes,1hTurGGcev4BXcR8MZIzKu,Stereo Hearts (feat. Adam Levine) - Soul Seekers Retronica Radio Edit [Soul Seekers Retronica Radio Edit],Gym Class Heroes,Stereo Hearts (feat. Adam Levine) [Remixes],single,2011-11-11,day,15,False,215970,1,2,USAT21103307,https://open.spotify.com/track/1hTurGGcev4BXcR8MZIzKu,,,,,,,,,,,,,,False
2011,37,"""The Time (Dirty Bit)""",The Black Eyed Peas,the time (dirty bit),the black eyed peas,the black eyed peas,3hsBI1UxLFrIfYgfl56Nih,The Time (Dirty Bit),Black Eyed Peas,The Beginning & The Best Of The E.N.D.,compilation,2011-01-01,day,48,False,307640,1,1,USUM71026190,https://open.spotify.com/track/3hsBI1UxLFrIfYgfl56Nih,,,,,,,,,,,,,,False
2011,38,"""Coming Home""",Diddy – Dirty Money featuring Skylar Grey,coming home,diddy – dirty money featuring skylar grey,diddy – dirty money,7ioXq2vIeCN5qXAWGuZVuw,Coming Home - Dirty South Remix,"Diddy - Dirty Money, Skylar Grey",Coming Home (Dirty South Remix),single,2011-01-01,day,22,False,416800,1,1,USUM71104390,https://open.spotify.com/track/7ioXq2vIeCN5qXAWGuZVuw,,,,,,,,,,,,,,False
2011,41,"""6 Foot 7 Foot""",Lil Wayne featuring Cory Gunz,6 foot 7 foot,lil wayne featuring cory gunz,lil wayne,5Qy6a5KzM4XlRxsNcGYhgH,6 Foot 7 Foot,"Lil Wayne, Cory Gunz",Tha Carter IV (Complete Edition),album,2011-08-29,day,74,True,248586,1,4,USCM51000869,https://open.spotify.com/track/5Qy6a5KzM4XlRxsNcGYhgH,,,,,,,,,,,,,,False
2011,42,"""Just a Kiss""",Lady Antebellum,just a kiss,lady antebellum,lady antebellum,2OXidlnDThZR3zf36k6DVL,Just A Kiss,Lady A,Own The Night,album,2011-09-13,day,69,False,218840,1,2,USCN11100095,https://open.spotify.com/track/2OXidlnDThZR3zf36k6DVL,,,,,,,,,,,,,,False
2011,43,"""Dirt Road Anthem""",Jason Aldean,dirt road anthem,jason aldean,jason aldean,0TcyXbuSWl0zVWqxns0WQB,Dirt Road Anthem Remix - feat. Ludacris,"Jason Aldean, Ludacris",Dirt Road Anthem Remix (feat. Ludacris),single,2011-06-09,day,52,False,232720,1,1,US58E1100234,https://open.spotify.com/track/0TcyXbuSWl0zVWqxns0WQB,,,,,,,,,,,,,,False
