year,rank,title,artist,title_clean,artist_clean,primary_artist,spotify_id,spotify_title,spotify_artist,spotify_album,album_type,release_date,release_date_precision,popularity,explicit,duration_ms,disc_number,track_number,isrc,spotify_url,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,audio_features_available
2019,51,"""Wake Up in the Sky""","Gucci Mane, Bruno Mars and Kodak Black",wake up in the sky,"gucci mane, bruno mars and kodak black","gucci mane, bruno mars and kodak black",2G1tXoGBaEMJ7FKGnkf6ud,Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",Evil Genius,album,2018-12-07,day,80,True,203161,1,11,USAT21811087,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,,,,,,,,,,,,,,False
2019,52,"""Whiskey Glasses""",Morgan Wallen,whiskey glasses,morgan wallen,morgan wallen,5PkKLz5hrcJm4dvmiZV6pd,Whiskey Glasses,"Wesley Wallen, Michael Morgan",Whiskey Glasses,single,2019-02-25,day,17,True,218017,1,1,ATR981194464,https://open.spotify.com/track/5PkKLz5hrcJm4dvmiZV6pd,,,,,,,,,,,,,,False
2019,53,"""God's Country""",Blake Shelton,god's country,blake shelton,blake shelton,1dyxS3YzBbL0t8rEVwVQ1K,God's Country,Blake Shelton,God's Country,single,2019-03-29,day,73,False,205106,1,1,USWB11900819,https://open.spotify.com/track/1dyxS3YzBbL0t8rEVwVQ1K,,,,,,,,,,,,,,False
2019,54,"""Be Alright""",Dean Lewis,be alright,dean lewis,dean lewis,5qrSlOut2rNAWv3ubArkNy,Be Alright,Dean Lewis,A Place We Knew,album,2019-03-22,day,79,True,196493,1,6,AUUM71800255,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,,,,,,,,,,,,,,False
2019,55,"""Pure Water""",Mustard and Migos,pure water,mustard and migos,mustard and migos,3j84U36KvLeXNDPv4t5pI8,Pure Water (with Migos),"Mustard, Migos",Perfect Ten,album,2019-06-28,day,76,True,192470,1,2,USUM71823137,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,,,,,,,,,,,,,,False
2019,56,"""The Git Up""",Blanco Brown,the git up,blanco brown,blanco brown,01tA4XmJ4fGQNwti6b2hPm,The Git Up,Blanco Brown,Honeysuckle & Lightning Bugs,album,2019-10-10,day,71,False,200593,1,10,QZEPT1900040,https://open.spotify.com/track/01tA4XmJ4fGQNwti6b2hPm,,,,,,,,,,,,,,False
2019,58,"""Close to Me""",Ellie Goulding and Diplo featuring Swae Lee,close to me,ellie goulding and diplo featuring swae lee,ellie goulding and diplo,2GjMaJ7DacMIkgoe8oMXGg,Close To Me,"Ellie Goulding, Diplo, Swae Lee",Brightest Blue,album,2020-07-17,day,74,True,182626,2,4,GBUM71805350,https://open.spotify.com/track/2GjMaJ7DacMIkgoe8oMXGg,,,,,,,,,,,,,,False
2019,59,"""Envy Me""",Calboy,envy me,calboy,calboy,7rvyVWja33WG9R97oeJAjx,Envy Me,Calboy,Wildboy,album,2019-05-31,day,65,True,120136,1,1,USHM91813257,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx,,,,,,,,,,,,,,False
2019,60,"""You Say""",Lauren Daigle,you say,lauren daigle,lauren daigle,7i7lbzxW5XIUH04tOVNc0D,You Say - Piano/Vocal,Lauren Daigle,You Say (Piano/Vocal),single,2019-01-25,day,54,False,276137,1,1,US8391802178,https://open.spotify.com/track/7i7lbzxW5XIUH04tOVNc0D,,,,,,,,,,,,,,False
2019,61,"""Hey Look Ma, I Made It""",Panic! at the Disco,"hey look ma, i made it",panic! at the disco,panic! at the disco,22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It",Panic! At The Disco,Pray for the Wicked,album,2018-06-22,day,67,False,169666,1,3,USAT21801173,https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa,,,,,,,,,,,,,,False
2019,62,"""Circles""",Post Malone,circles,post malone,post malone,21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,Hollywood's Bleeding,album,2019-09-06,day,87,False,215280,1,6,USUM71915699,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,,,,,,,,,,,,,,False
2019,63,"""Beer Never Broke My Heart""",Luke Combs,beer never broke my heart,luke combs,luke combs,7aEtlGHoiPAfRB084NiDmx,Beer Never Broke My Heart,Luke Combs,What You See Is What You Get,album,2019-11-08,day,78,False,186360,1,1,US6XF1700264,https://open.spotify.com/track/7aEtlGHoiPAfRB084NiDmx,,,,,,,,,,,,,,False
2019,64,"""The London""","Young Thug, J. Cole and Travis Scott",the london,"young thug, j. cole and travis scott","young thug, j. cole and travis scott",3s4mrPrEFFPF0LmAfutW0n,The London (feat. J. Cole & Travis Scott),"Young Thug, J. Cole, Travis Scott",So Much Fun,album,2019-08-16,day,73,True,200186,1,19,USAT21903320,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,,,,,,,,,,,,,,False
2019,65,"""Con Calma""",Daddy Yankee and Katy Perry featuring Snow,con calma,daddy yankee and katy perry featuring snow,daddy yankee and katy perry,4au7FRcgZzChASRYu279xH,Con Calma - Remix,"Daddy Yankee, Katy Perry, Snow",Con Calma (Remix),single,2019-04-19,day,62,False,181280,1,1,US2BU1900425,https://open.spotify.com/track/4au7FRcgZzChASRYu279xH,,,,,,,,,,,,,,False
2019,66,"""Murder on My Mind""",YNW Melly,murder on my mind,ynw melly,ynw melly,7eBqSVxrzQZtK2mmgRG6lC,Murder on My Mind,YNW Melly,I AM YOU,album,2018-08-03,day,80,True,268434,1,13,QMCE31801827,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,,,,,,,,,,,,,,False
2019,67,"""When the Party's Over""",Billie Eilish,when the party's over,billie eilish,billie eilish,43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",album,2019-03-29,day,86,False,196077,1,7,USUM71815958,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,,,,,,,,,,,,,,False
2019,68,"""Act Up""",City Girls,act up,city girls,city girls,3A2yGHWIzmGEIolwonU69h,Act Up,City Girls,Girl Code,album,2018-11-16,day,68,True,158332,1,3,USUG11802247,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h,,,,,,,,,,,,,,False
2019,69,"""I Like It""","Cardi B, Bad Bunny and J Balvin",i like it,"cardi b, bad bunny and j balvin","cardi b, bad bunny and j balvin",58q2HKrzhC3ozto2nDdN4z,I Like It,"Cardi B, Bad Bunny, J Balvin",Invasion of Privacy,album,2018-04-06,day,85,True,253390,1,7,USAT21801431,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,,,,,,,,,,,,,,False
2019,70,"""Trampoline""",Shaed,trampoline,shaed,shaed,5UpI3vWoP90LFNct9GBHMe,Trampoline (with ZAYN),"SHAED, ZAYN",Melt (Deluxe),album,2019-12-27,day,68,False,184280,1,15,QZ47A1900210,https://open.spotify.com/track/5UpI3vWoP90LFNct9GBHMe,,,,,,,,,,,,,,False
2019,71,"""Leave Me Alone""",Flipp Dinero,leave me alone,flipp dinero,flipp dinero,6V7g6qM8wheMivMWrzbPTM,Leave Me Alone,Flipp Dinero,LOVE FOR GUALA,album,2019-11-22,day,71,True,195637,1,12,QMKSC1800039,https://open.spotify.com/track/6V7g6qM8wheMivMWrzbPTM,,,,,,,,,,,,,,False
2019,72,"""Breathin""",Ariana Grande,breathin,ariana grande,ariana grande,1edP751qQSUaA1vo7Hva3w,breathin - live,Ariana Grande,k bye for now (swt live),album,2019-12-23,day,51,True,208294,1,12,USUM71925369,https://open.spotify.com/track/1edP751qQSUaA1vo7Hva3w,,,,,,,,,,,,,,False
2019,73,"""Bury a Friend""",Billie Eilish,bury a friend,billie eilish,billie eilish,4SSnFejRGlZikf02HLewEF,bury a friend,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",album,2019-03-29,day,76,False,193143,1,10,USUM71900770,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,,,,,,,,,,,,,,False
2019,74,"""Close Friends""",Lil Baby,close friends,lil baby,lil baby,5nzhL67GpF9szXWg5y509A,Close Friends (Lil Baby & Gunna),Lil Baby,Drip Harder,album,2018-10-05,day,74,True,203881,1,11,USUG11801853,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A,,,,,,,,,,,,,,False
2019,75,"""Baby Shark""",Pinkfong,baby shark,pinkfong,pinkfong,4x5JPWUx9G1rf2AWtppA8y,Baby Shark - Vocal Remix,Pinkfong,"Pinkfong Presents: The Best of Baby Shark, Pt. 2",album,2019-11-22,day,40,False,83804,1,1,QMBZ91997848,https://open.spotify.com/track/4x5JPWUx9G1rf2AWtppA8y,,,,,,,,,,,,,,False
2019,76,"""My Type""",Saweetie,my type,saweetie,saweetie,5KBARWIxeMGkvUax9VtVC9,My Type,Saweetie,ICY,album,2019-03-29,day,72,True,126446,1,3,USWB11900833,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9,,,,,,,,,,,,,,False
2019,77,"""Worth It""",YK Osiris,worth it,yk osiris,yk osiris,0PQoUlzP7ILdcrzpajHXc0,Worth It,YK Osiris,The Golden Child,album,2019-10-11,day,72,False,189253,1,15,USUM71821752,https://open.spotify.com/track/0PQoUlzP7ILdcrzpajHXc0,,,,,,,,,,,,,,False
2019,78,"""Only Human""",Jonas Brothers,only human,jonas brothers,jonas brothers,0DiDStADDVh3SvAsoJAFMk,Only Human,Jonas Brothers,Happiness Begins,album,2019-06-07,day,73,False,183000,1,3,USUG11901281,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,,,,,,,,,,,,,,False
2019,79,"""Knockin' Boots""",Luke Bryan,knockin' boots,luke bryan,luke bryan,6ERR6e7h6wCqGoz1TjiUJb,Knockin' Boots,Luke Bryan,Knockin' Boots,single,2019-03-29,day,60,False,199382,1,1,USUG11901024,https://open.spotify.com/track/6ERR6e7h6wCqGoz1TjiUJb,,,,,,,,,,,,,,False
2019,80,"""Trip""",Ella Mai,trip,ella mai,ella mai,6CTWathupIiDs7U4InHnDA,Trip,Ella Mai,Ella Mai,album,2018-10-12,day,76,False,213993,1,13,USUM71810720,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA,,,,,,,,,,,,,,False
2019,81,"""Rumor""",Lee Brice,rumor,lee brice,lee brice,32Tmc3AtcFWMQAXcV18UOR,Rumor (Acoustic),Lee Brice,Rumor (Acoustic),single,2019-12-06,day,28,False,215573,1,1,USCRB1900120,https://open.spotify.com/track/32Tmc3AtcFWMQAXcV18UOR,,,,,,,,,,,,,,False
2019,82,"""Swervin""",A Boogie wit da Hoodie featuring 6ix9ine,swervin,a boogie wit da hoodie featuring 6ix9ine,a boogie wit da hoodie,4j9XbTUB40qVOHqapA6EMz,Swervin (feat. Veysel),"A Boogie Wit da Hoodie, Veysel",Swervin (feat. Veysel),single,2019-06-14,day,47,True,186383,1,1,USAT21904192,https://open.spotify.com/track/4j9XbTUB40qVOHqapA6EMz,,,,,,,,,,,,,,False
2019,83,"""How Do You Sleep?""",Sam Smith,how do you sleep?,sam smith,sam smith,6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith,How Do You Sleep?,single,2019-07-19,day,68,False,202204,1,1,GBUM71902381,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,,,,,,,,,,,,,,False
2019,84,"""Baby""",Lil Baby and DaBaby,baby,lil baby and dababy,lil baby and dababy,5MPPttjfGap2C6j6eKcO6J,Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",Quality Control: Control The Streets Volume 2,album,2019-08-16,day,83,True,142417,1,3,USUG11900748,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,,,,,,,,,,,,,,False
2019,85,"""Look What God Gave Her""",Thomas Rhett,look what god gave her,thomas rhett,thomas rhett,2KqJC0koTBUyDlsMt5ok1V,Look What God Gave Her,Thomas Rhett,Center Point Road,album,2019-05-31,day,66,False,168960,1,4,USLXJ1907459,https://open.spotify.com/track/2KqJC0koTBUyDlsMt5ok1V,,,,,,,,,,,,,,False
2019,86,"""Good as You""",Kane Brown,good as you,kane brown,kane brown,19kUPdKTp85q9RZNwaXM15,Good as You,Kane Brown,Experiment Extended,album,2019-11-01,day,61,False,192932,1,2,USRN11800115,https://open.spotify.com/track/19kUPdKTp85q9RZNwaXM15,,,,,,,,,,,,,,False
2019,88,"""Love Lies""",Khalid and Normani,love lies,khalid and normani,khalid and normani,45Egmo7icyopuzJN0oMEdk,Love Lies,"Khalid, Normani",Love Lies,single,2018-02-14,day,76,True,201707,1,1,USRC11703646,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,,,,,,,,,,,,,,False
2019,89,"""One Thing Right""",Marshmello and Kane Brown,one thing right,marshmello and kane brown,marshmello and kane brown,07mc9R5XNDbCo7vsafCGnt,One Thing Right - Subshock & Evangelos Remix,"Marshmello, Kane Brown, Subshock & Evangelos",One Thing Right (Remixes),single,2019-08-09,day,25,False,201600,1,5,US6XF1800318,https://open.spotify.com/track/07mc9R5XNDbCo7vsafCGnt,,,,,,,,,,,,,,False
2019,90,"""Cash Shit""",Megan Thee Stallion featuring DaBaby,cash shit,megan thee stallion featuring dababy,megan thee stallion,2rMAtCaTj16NptyVfEIeAC,Cash Shit (feat. DaBaby),"Megan Thee Stallion, DaBaby",Fever,album,2019-05-17,day,65,True,192539,1,4,QMCE31902212,https://open.spotify.com/track/2rMAtCaTj16NptyVfEIeAC,,,,,,,,,,,,,,False
2019,91,"""Tequila""",Dan + Shay,tequila,dan + shay,dan + shay,4X1HqTuwE71LVoxTOZoexi,Tequila - Acoustic,Dan + Shay,Dan + Shay (Acoustic),single,2019-01-10,day,37,False,195320,1,1,USWB11803485,https://open.spotify.com/track/4X1HqTuwE71LVoxTOZoexi,,,,,,,,,,,,,,False
2019,92,"""Shotta Flow""",NLE Choppa,shotta flow,nle choppa,nle choppa,0VB3YI0Dl6TT3C7mIbHTs4,Shotta Flow,NLE Choppa,Cottonwood,album,2019-12-23,day,68,True,160013,1,8,QZ85M1903991,https://open.spotify.com/track/0VB3YI0Dl6TT3C7mIbHTs4,,,,,,,,,,,,,,False
2019,94,"""Talk You Out of It""",Florida Georgia Line,talk you out of it,florida georgia line,florida georgia line,4qQwGRtGT7l6ckQtdPEFd4,Talk You Out Of It,Florida Georgia Line,Can't Say I Ain't Country,album,2019-02-15,day,64,False,202920,1,4,QM3E21802135,https://open.spotify.com/track/4qQwGRtGT7l6ckQtdPEFd4,,,,,,,,,,,,,,False
2019,95,"""Beautiful""",Bazzi featuring Camila Cabello,beautiful,bazzi featuring camila cabello,bazzi,5TVirkSwFEXF1nLJEebe2I,Beautiful,Bazzi,COSMIC,album,2018-04-12,day,68,False,178242,1,13,TCADE1707724,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I,,,,,,,,,,,,,,False
2019,96,"""Eyes on You""",Chase Rice,eyes on you,chase rice,chase rice,5oTRwPeZvaI9TQbgWypOS2,Eyes On You (Acoustic),Chase Rice,Lambs & Lions (Worldwide Deluxe),album,2019-03-01,day,30,False,174576,1,13,QMRSZ1801593,https://open.spotify.com/track/5oTRwPeZvaI9TQbgWypOS2,,,,,,,,,,,,,,False
2019,97,"""All to Myself""",Dan + Shay,all to myself,dan + shay,dan + shay,08tq1XcHwVt5PHXUo87i0D,All To Myself,Dan + Shay,Dan + Shay,album,2018-06-22,day,63,False,169920,1,4,USWB11800876,https://open.spotify.com/track/08tq1XcHwVt5PHXUo87i0D,,,,,,,,,,,,,,False
2019,98,"""Boyfriend""",Ariana Grande and Social House,boyfriend,ariana grande and social house,ariana grande and social house,0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),"Ariana Grande, Social House",boyfriend,single,2019-08-02,day,82,True,186106,1,1,USUG11902591,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,,,,,,,,,,,,,,False
2019,100,"""Robbery""",Juice Wrld,robbery,juice wrld,juice wrld,6iaSML1PIYq936g62BDtBq,Robbery,Juice WRLD,Death Race For Love (Bonus Track Version),album,2019-03-08,day,80,True,240050,1,8,USUG11900302,https://open.spotify.com/track/6iaSML1PIYq936g62BDtBq,,,,,,,,,,,,,,False
2020,1,"""Blinding Lights""",The Weeknd,blinding lights,the weeknd,the weeknd,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,After Hours,album,2020-03-20,day,91,False,200040,1,9,USUG11904206,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,,,,,,,,,,,,,,False
2020,2,"""Circles""",Post Malone,circles,post malone,post malone,21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,Hollywood's Bleeding,album,2019-09-06,day,87,False,215280,1,6,USUM71915699,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,,,,,,,,,,,,,,False
2020,3,"""The Box""",Roddy Ricch,the box,roddy ricch,roddy ricch,2564N0CAB77mm6L76V5bv3,The Box,Roddy Ricch,POWER,compilation,2020-10-09,day,7,True,196652,1,2,USAT21906978,https://open.spotify.com/track/2564N0CAB77mm6L76V5bv3,,,,,,,,,,,,,,False
2020,4,"""Don't Start Now""",Dua Lipa,don't start now,dua lipa,dua lipa,3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Dua Lipa,Future Nostalgia,album,2020-03-27,day,84,False,183290,1,2,GBAHT1901121,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,,,,,,,,,,,,,,False
2020,6,"""Adore You""",Harry Styles,adore you,harry styles,harry styles,3jjujdWJ72nww5eGnfs2E7,Adore You,Harry Styles,Fine Line,album,2019-12-13,day,87,False,207139,1,3,USSM11912588,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,,,,,,,,,,,,,,False
2020,7,"""Life Is Good""",Future featuring Drake,life is good,future featuring drake,future,1K5KBOgreBi5fkEHvg5ap3,Life Is Good (feat. Drake),"Future, Drake",High Off Life,album,2020-05-15,day,77,True,237918,1,17,USSM11914962,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,,,,,,,,,,,,,,False
2020,8,"""Memories""",Maroon 5,memories,maroon 5,maroon 5,2FzDfIvaxFunqvx3Y6ySrd,Memories,Maroon 5,2020 Hits,compilation,2020-12-16,day,25,False,189486,1,1,USUM71913350,https://open.spotify.com/track/2FzDfIvaxFunqvx3Y6ySrd,,,,,,,,,,,,,,False
2020,9,"""The Bones""",Maren Morris,the bones,maren morris,maren morris,0qSR7aeJONS1yapONTKerm,The Bones - Acoustic,Maren Morris,Maren Morris: Reimagined,single,2020-07-31,day,36,False,217093,1,3,USG4X1900009,https://open.spotify.com/track/0qSR7aeJONS1yapONTKerm,,,,,,,,,,,,,,False
2020,10,"""Someone You Loved""",Lewis Capaldi,someone you loved,lewis capaldi,lewis capaldi,1ecJjQT2Y6c6m5n14vt7u9,"Someone You Loved - Live From The BRIT Awards, London 2020",Lewis Capaldi,To Tell The Truth I Can't Believe We Got This Far EP,single,2020-05-15,day,44,False,195337,1,3,DEUM72000444,https://open.spotify.com/track/1ecJjQT2Y6c6m5n14vt7u9,,,,,,,,,,,,,,False
2020,11,"""Say So""",Doja Cat,say so,doja cat,doja cat,4jBktGfTrKpGkPHV3PLaA0,Say So / Like That (Mashup),Doja Cat,Say So / Like That (Mashup),single,2020-09-11,day,51,False,212566,1,1,USRC12003011,https://open.spotify.com/track/4jBktGfTrKpGkPHV3PLaA0,,,,,,,,,,,,,,False
2020,12,"""I Hope""",Gabby Barrett featuring Charlie Puth,i hope,gabby barrett featuring charlie puth,gabby barrett,23T0OX7QOiIUFShSzbJ5Uo,I Hope,Gabby Barrett,Goldmine,album,2020-06-19,day,75,False,210772,1,1,TCAEB1919657,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo,,,,,,,,,,,,,,False
2020,13,"""Whats Poppin""","Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne",whats poppin,"jack harlow featuring dababy, tory lanez and lil wayne",jack harlow,1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,Jack Harlow,Sweet Action,album,2020-03-13,day,74,True,139741,1,1,USAT22000162,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,,,,,,,,,,,,,,False
2020,14,"""Dance Monkey""",Tones and I,dance monkey,tones and i,tones and i,1gGBPAsen0a42Xo2Pd6Bch,Dance Monkey,Tones And I,New Year’s Eve: 100 Uplifting Songs,compilation,2020-12-19,day,17,False,209438,1,3,QZES71982312,https://open.spotify.com/track/1gGBPAsen0a42Xo2Pd6Bch,,,,,,,,,,,,,,False
2020,15,"""Savage""",Megan Thee Stallion featuring Beyoncé,savage,megan thee stallion featuring beyoncé,megan thee stallion,55CHeLEfn5iJ0IIkgaa4si,Savage,Megan Thee Stallion,Suga,album,2020-03-06,day,68,True,155497,1,2,QMCE32000097,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,,,,,,,,,,,,,,False
2020,16,"""Roxanne""",Arizona Zervas,roxanne,arizona zervas,arizona zervas,5hC7h0yWVMkxhLbNXCscBR,ROXANNE - Remix,"Arizona Zervas, Swae Lee",ROXANNE (Remix),single,2020-02-21,day,53,True,174548,1,1,USSM12000878,https://open.spotify.com/track/5hC7h0yWVMkxhLbNXCscBR,,,,,,,,,,,,,,False
2020,17,"""Intentions""",Justin Bieber featuring Quavo,intentions,justin bieber featuring quavo,justin bieber,6VkmdRz8YgHFQV3ZNTJAWU,Intentions - Acoustic,Justin Bieber,Intentions (Acoustic),single,2020-03-19,day,58,False,160611,1,1,USUM72005764,https://open.spotify.com/track/6VkmdRz8YgHFQV3ZNTJAWU,,,,,,,,,,,,,,False
2020,18,"""Everything I Wanted""",Billie Eilish,everything i wanted,billie eilish,billie eilish,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,everything i wanted,single,2019-11-13,day,85,False,245425,1,1,USUM71922577,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,,,,,,,,,,,,,,False
2020,19,"""Roses (Imanbek remix)""",Saint Jhn,roses (imanbek remix),saint jhn,saint jhn,72GVdRHK49beKrC1NqRCqj,Roses - Imanbek Remix,"SAINt JHN, Imanbek",While The World Was Burning,album,2020-11-20,day,67,True,176218,1,14,RUB421901499,https://open.spotify.com/track/72GVdRHK49beKrC1NqRCqj,,,,,,,,,,,,,,False
2020,20,"""Watermelon Sugar""",Harry Styles,watermelon sugar,harry styles,harry styles,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,Fine Line,album,2019-12-13,day,88,False,173991,1,2,USSM11912587,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,,,,,,,,,,,,,,False
2020,21,"""Before You Go""",Lewis Capaldi,before you go,lewis capaldi,lewis capaldi,27829SWtwhWUANViVTEpol,Before You Go - Guitar Acoustic,Lewis Capaldi,Before You Go EP,single,2020-01-24,day,64,False,218900,1,2,DEUM72000017,https://open.spotify.com/track/27829SWtwhWUANViVTEpol,,,,,,,,,,,,,,False
2020,22,"""Falling""",Trevor Daniel,falling,trevor daniel,trevor daniel,0Aqi7ArnBrGblW5T6p2jmD,Falling,Trevor Daniel,Nicotine,album,2020-03-26,day,78,False,159381,1,10,USUYG1221109,https://open.spotify.com/track/0Aqi7ArnBrGblW5T6p2jmD,,,,,,,,,,,,,,False
2020,23,"""10,000 Hours""",Dan + Shay and Justin Bieber,"10,000 hours",dan + shay and justin bieber,dan + shay and justin bieber,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",single,2019-10-04,day,72,False,167693,1,1,USWB11902440,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,,,,,,,,,,,,,,False
2020,25,"""Ballin'""",Mustard and Roddy Ricch,ballin',mustard and roddy ricch,mustard and roddy ricch,3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",Perfect Ten,album,2019-06-28,day,77,True,180434,1,9,USUM71911808,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,,,,,,,,,,,,,,False
2020,26,"""Hot Girl Bummer""",Blackbear,hot girl bummer,blackbear,blackbear,6jRq8gaZhMUyy5RclRPcAf,hot girl bummer,blackbear,everything means nothing,album,2020-08-21,day,76,True,188343,1,1,USUG11902959,https://open.spotify.com/track/6jRq8gaZhMUyy5RclRPcAf,,,,,,,,,,,,,,False
2020,27,"""Blueberry Faygo""",Lil Mosey,blueberry faygo,lil mosey,lil mosey,22LAwLoDA5b4AaGSkg6bKW,Blueberry Faygo,Lil Mosey,Certified Hitmaker,album,2020-02-06,day,74,True,162546,1,1,USUM72001714,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,,,,,,,,,,,,,,False
2020,28,"""Heartless""",The Weeknd,heartless,the weeknd,the weeknd,6bnF93Rx87YqUBLSgjiMU8,Heartless,The Weeknd,After Hours,album,2020-03-20,day,80,True,198266,1,7,USUG11904007,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8,,,,,,,,,,,,,,False
2020,29,"""Bop""",DaBaby,bop,dababy,dababy,5Mb9a8HnT5IqvuJgtnsQB4,BOP,DaBaby,Gaming Hits 2020,compilation,2020-11-27,day,20,True,159714,1,10,USUM71918972,https://open.spotify.com/track/5Mb9a8HnT5IqvuJgtnsQB4,,,,,,,,,,,,,,False
2020,30,"""Lose You to Love Me""",Selena Gomez,lose you to love me,selena gomez,selena gomez,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,Rare,album,2020-01-10,day,79,False,206458,1,4,USUM71918727,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,,,,,,,,,,,,,,False
2020,31,"""Good as Hell""",Lizzo,good as hell,lizzo,lizzo,5f7Hmra9iW3Ycwwk3Ct3rO,Good as Hell,Lizzo,Pride Party,compilation,2020-06-26,day,8,False,159735,1,21,USAT21600354,https://open.spotify.com/track/5f7Hmra9iW3Ycwwk3Ct3rO,,,,,,,,,,,,,,False
2020,32,"""Toosie Slide""",Drake,toosie slide,drake,drake,127QTOFJsJQp5LbJbu3A1y,Toosie Slide,Drake,Toosie Slide,single,2020-04-03,day,72,True,247058,1,1,USUG12001281,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,,,,,,,,,,,,,,False
2020,33,"""Break My Heart""",Dua Lipa,break my heart,dua lipa,dua lipa,017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,Future Nostalgia,album,2020-03-27,day,81,False,221820,1,9,GBAHT1901303,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,,,,,,,,,,,,,,False
2020,34,"""Chasin' You""",Morgan Wallen,chasin' you,morgan wallen,morgan wallen,7FYomjYKdrJw93EYdIZ17o,Chasin' You,"Chase Morgan, Marcus Wallen",Chasin' You,single,2020-04-24,day,17,False,207200,1,1,ATR981209052,https://open.spotify.com/track/7FYomjYKdrJw93EYdIZ17o,,,,,,,,,,,,,,False
2020,35,"""Savage Love (Laxed – Siren Beat)""",Jawsh 685 and Jason Derulo,savage love (laxed – siren beat),jawsh 685 and jason derulo,jawsh 685 and jason derulo,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat),single,2020-06-11,day,73,True,171374,1,1,USSM12003798,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,,,,,,,,,,,,,,False
